(1435248031086910249 exit  prim <=)
(1435248031086923290 enter prim -)
(1435248031086925611 exit  prim -)
(1435248031086930470 enter func fib)
(1435248031086942362 enter prim if)
(1435248031086948596 enter prim <=)
(1435248031086950745 exit  prim <=)
(1435248031086964670 enter prim -)
(1435248031086966955 exit  prim -)
(1435248031086968944 enter func fib)
(1435248031086982734 enter prim if)
(1435248031086992413 enter prim <=)
(1435248031086994571 exit  prim <=)
(1435248031087007633 enter prim -)
(1435248031087009981 exit  prim -)
(1435248031087011904 enter func fib)
(1435248031087023587 enter prim if)
(1435248031087029968 enter prim <=)
(1435248031087032145 exit  prim <=)
(1435248031087047294 enter prim -)
(1435248031087049687 exit  prim -)
(1435248031087055403 enter func fib)
(1435248031087072042 enter prim if)
(1435248031087078528 enter prim <=)
(1435248031087080725 exit  prim <=)
(1435248031087093876 enter prim -)
(1435248031087096237 exit  prim -)
(1435248031087098220 enter func fib)
(1435248031087110188 enter prim if)
(1435248031087116524 enter prim <=)
(1435248031087118729 exit  prim <=)
(1435248031087121302 exit  prim if)
(1435248031087123061 exit  func fib)
(1435248031087131326 enter prim -)
(1435248031087133532 exit  prim -)
(1435248031087135472 enter func fib)
(1435248031087147076 enter prim if)
(1435248031087153368 enter prim <=)
(1435248031087155469 exit  prim <=)
(1435248031087158004 exit  prim if)
(1435248031087159758 exit  func fib)
(1435248031087161671 enter prim +)
(1435248031087163874 exit  prim +)
(1435248031087165635 exit  prim if)
(1435248031087167457 exit  func fib)
(1435248031087175711 enter prim -)
(1435248031087180963 exit  prim -)
(1435248031087183056 enter func fib)
(1435248031087195116 enter prim if)
(1435248031087201499 enter prim <=)
(1435248031087203658 exit  prim <=)
(1435248031087206275 exit  prim if)
(1435248031087208094 exit  func fib)
(1435248031087209990 enter prim +)
(1435248031087212192 exit  prim +)
(1435248031087213969 exit  prim if)
(1435248031087215769 exit  func fib)
(1435248031087225753 enter prim -)
(1435248031087228185 exit  prim -)
(1435248031087230211 enter func fib)
(1435248031087242038 enter prim if)
(1435248031087248191 enter prim <=)
(1435248031087250332 exit  prim <=)
(1435248031087263301 enter prim -)
(1435248031087265589 exit  prim -)
(1435248031087267521 enter func fib)
(1435248031087279190 enter prim if)
(1435248031087285365 enter prim <=)
(1435248031087292180 exit  prim <=)
(1435248031087295060 exit  prim if)
(1435248031087296826 exit  func fib)
(1435248031087305206 enter prim -)
(1435248031087307588 exit  prim -)
(1435248031087309571 enter func fib)
(1435248031087323976 enter prim if)
(1435248031087330397 enter prim <=)
(1435248031087332560 exit  prim <=)
(1435248031087338600 exit  prim if)
(1435248031087340405 exit  func fib)
(1435248031087342307 enter prim +)
(1435248031087344493 exit  prim +)
(1435248031087346260 exit  prim if)
(1435248031087348070 exit  func fib)
(1435248031087350026 enter prim +)
(1435248031087352202 exit  prim +)
(1435248031087354002 exit  prim if)
(1435248031087355797 exit  func fib)
(1435248031087364066 enter prim -)
(1435248031087366352 exit  prim -)
(1435248031087368366 enter func fib)
(1435248031087379971 enter prim if)
(1435248031087386205 enter prim <=)
(1435248031087388366 exit  prim <=)
(1435248031087401263 enter prim -)
(1435248031087403570 exit  prim -)
(1435248031087405520 enter func fib)
(1435248031087417323 enter prim if)
(1435248031087423600 enter prim <=)
(1435248031087425718 exit  prim <=)
(1435248031087440199 enter prim -)
(1435248031087442679 exit  prim -)
(1435248031087444681 enter func fib)
(1435248031087456527 enter prim if)
(1435248031087462627 enter prim <=)
(1435248031087464707 exit  prim <=)
(1435248031087467435 exit  prim if)
(1435248031087472644 exit  func fib)
(1435248031087481368 enter prim -)
(1435248031087483663 exit  prim -)
(1435248031087712029 enter func fib)
(1435248031087730943 enter prim if)
(1435248031087738304 enter prim <=)
(1435248031087740642 exit  prim <=)
(1435248031087743352 exit  prim if)
(1435248031087745146 exit  func fib)
(1435248031087747077 enter prim +)
(1435248031087749359 exit  prim +)
(1435248031087751204 exit  prim if)
(1435248031087753044 exit  func fib)
(1435248031087762673 enter prim -)
(1435248031087765078 exit  prim -)
(1435248031087767111 enter func fib)
(1435248031087779499 enter prim if)
(1435248031087785917 enter prim <=)
(1435248031087788174 exit  prim <=)
(1435248031087790882 exit  prim if)
(1435248031087792657 exit  func fib)
(1435248031087794532 enter prim +)
(1435248031087796708 exit  prim +)
(1435248031087798475 exit  prim if)
(1435248031087800273 exit  func fib)
(1435248031087802168 enter prim +)
(1435248031087804390 exit  prim +)
(1435248031087806160 exit  prim if)
(1435248031087807969 exit  func fib)
(1435248031087816263 enter prim -)
(1435248031087818552 exit  prim -)
(1435248031087820524 enter func fib)
(1435248031087832389 enter prim if)
(1435248031087838573 enter prim <=)
(1435248031087840779 exit  prim <=)
(1435248031087853917 enter prim -)
(1435248031087856279 exit  prim -)
(1435248031087858296 enter func fib)
(1435248031087873208 enter prim if)
(1435248031087879749 enter prim <=)
(1435248031087881954 exit  prim <=)
(1435248031087894972 enter prim -)
(1435248031087897374 exit  prim -)
(1435248031087899376 enter func fib)
(1435248031087911167 enter prim if)
(1435248031087917398 enter prim <=)
(1435248031087919562 exit  prim <=)
(1435248031087933784 enter prim -)
(1435248031087936217 exit  prim -)
(1435248031087938220 enter func fib)
(1435248031087950268 enter prim if)
(1435248031087956667 enter prim <=)
(1435248031087958805 exit  prim <=)
(1435248031087961397 exit  prim if)
(1435248031087963172 exit  func fib)
(1435248031087971395 enter prim -)
(1435248031087973668 exit  prim -)
(1435248031087975642 enter func fib)
(1435248031087987425 enter prim if)
(1435248031087993605 enter prim <=)
(1435248031087995752 exit  prim <=)
(1435248031087998303 exit  prim if)
(1435248031088000098 exit  func fib)
(1435248031088002031 enter prim +)
(1435248031088004222 exit  prim +)
(1435248031088006099 exit  prim if)
(1435248031088007902 exit  func fib)
(1435248031088018806 enter prim -)
(1435248031088021196 exit  prim -)
(1435248031088023188 enter func fib)
(1435248031088035103 enter prim if)
(1435248031088041388 enter prim <=)
(1435248031088043555 exit  prim <=)
(1435248031088046118 exit  prim if)
(1435248031088047917 exit  func fib)
(1435248031088049840 enter prim +)
(1435248031088057787 exit  prim +)
(1435248031088059952 exit  prim if)
(1435248031088061748 exit  func fib)
(1435248031088070467 enter prim -)
(1435248031088072820 exit  prim -)
(1435248031088074821 enter func fib)
(1435248031088087052 enter prim if)
(1435248031088093509 enter prim <=)
(1435248031088095690 exit  prim <=)
(1435248031088108716 enter prim -)
(1435248031088111083 exit  prim -)
(1435248031088113148 enter func fib)
(1435248031088124821 enter prim if)
(1435248031088131077 enter prim <=)
(1435248031088133236 exit  prim <=)
(1435248031088135857 exit  prim if)
(1435248031088137643 exit  func fib)
(1435248031088145765 enter prim -)
(1435248031088148150 exit  prim -)
(1435248031088150108 enter func fib)
(1435248031088163245 enter prim if)
(1435248031088172574 enter prim <=)
(1435248031088174912 exit  prim <=)
(1435248031088177531 exit  prim if)
(1435248031088179323 exit  func fib)
(1435248031088181236 enter prim +)
(1435248031088183473 exit  prim +)
(1435248031088185256 exit  prim if)
(1435248031088187086 exit  func fib)
(1435248031088189017 enter prim +)
(1435248031088191183 exit  prim +)
(1435248031088192986 exit  prim if)
(1435248031088194867 exit  func fib)
(1435248031088196903 enter prim +)
(1435248031088199088 exit  prim +)
(1435248031088200891 exit  prim if)
(1435248031088202801 exit  func fib)
(1435248031088211210 enter prim -)
